INFO:root:['Tarukaja', 'Charmdi', 'Patra', 'Megidolaon']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Wind Amp']
INFO:root:['Charmdi', 'Patra', 'Tarukaja', 'Sukukaja']
INFO:root:['Tarukaja', 'Sukukaja', 'Patra', 'Charmdi']
INFO:root:['Charmdi', 'Patra', 'Tarukaja', 'Sukukaja']
INFO:root:['Patra', 'Garu', 'Charmdi', 'Wind Amp']
INFO:root:['Patra', 'Charmdi', 'Salvation', 'Tetrakarn']
INFO:root:['Patra', 'Salvation', 'Tarukaja', 'Charmdi']
INFO:root:['Charmdi', 'Tetrakarn', 'Tarukaja', 'Sukukaja']
INFO:root:['Patra', 'Garu', 'Tarukaja', 'Sukukaja']
INFO:root:['Sukukaja', 'Tarukaja', 'Patra', 'Mind Charge']
INFO:root:['Ziodyne', 'Tarukaja', 'Patra', 'Charmdi']
INFO:root:['Garu', 'Charmdi', 'Sukukaja', 'Patra']
INFO:root:['Sukukaja', 'Charmdi', 'Patra', 'Salvation']
INFO:root:['Patra', 'Charmdi', 'Tetrakarn', 'Tarukaja']
INFO:root:['Garu', 'Charmdi', 'Patra', 'Tetrakarn']
INFO:root:['Patra', 'Counter', 'Salvation', 'Sukukaja']
INFO:root:['Wind Amp', 'Mind Charge', 'Patra', 'Growth 3']
INFO:root:['Mind Charge', 'Salvation', 'Patra', 'Counter']
INFO:root:['Sukukaja', 'Patra', 'Charmdi', 'Salvation']
INFO:root:['Charmdi', 'Sukukaja', 'Patra', 'Growth 3']
INFO:root:['Patra', 'Tarukaja', 'Charmdi', 'Ziodyne']
INFO:root:['Salvation', 'Patra', 'Charmdi', 'Growth 3']
INFO:root:['Patra', 'Sukukaja', 'Charmdi', 'Garu']
INFO:root:['Charmdi', 'Salvation', 'Garu', 'Patra']
INFO:root:['Patra', 'Tarukaja', 'Megido', 'Charmdi']
INFO:root:['Wind Amp', 'Charmdi', 'Salvation', 'Patra']
INFO:root:['Tarukaja', 'Patra', 'Growth 3', 'Charmdi']
INFO:root:['Growth 3', 'Garu', 'Charmdi', 'Patra']
INFO:root:['Tarukaja', 'Salvation', 'Patra', 'Charmdi']
INFO:root:['Tarukaja', 'Patra', 'Sukukaja', 'Salvation']
INFO:root:['Charmdi', 'Wind Amp', 'Sukukaja', 'Salvation']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Tarukaja']
INFO:root:['Mind Charge', 'Tarukaja', 'Charmdi', 'Patra']
INFO:root:['Sukukaja', 'Tarukaja', 'Mind Charge', 'Charmdi']
INFO:root:['Patra', 'Sukukaja', 'Charmdi', 'Unshaken Will']
INFO:root:['Tarukaja', 'Garu', 'Patra', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Salvation', 'Tarukaja']
INFO:root:['Sukukaja', 'Charmdi', 'Salvation', 'Patra']
INFO:root:['Tarukaja', 'Charmdi', 'Ziodyne', 'Patra']
INFO:root:['Garu', 'Patra', 'Sukukaja', 'Charmdi']
INFO:root:['Charmdi', 'Patra', 'Garu', 'Tetrakarn']
INFO:root:['Charmdi', 'Patra', 'Garu', 'Counter']
INFO:root:['Garu', 'Patra', 'Wind Amp', 'Tetrakarn']
INFO:root:['Patra', 'Charmdi', 'Counter', 'Mind Charge']
INFO:root:['Salvation', 'Tarukaja', 'Patra', 'Tetrakarn']
INFO:root:['Charmdi', 'Patra', 'Mind Charge', 'Wind Amp']
INFO:root:['Charmdi', 'Patra', 'Sukukaja', 'Tarukaja']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Tarukaja']
INFO:root:['Patra', 'Tarukaja', 'Ziodyne', 'Charmdi']
INFO:root:['Sukukaja', 'Tarukaja', 'Charmdi', 'Patra']
INFO:root:['Patra', 'Mind Charge', 'Salvation', 'Wind Amp']
INFO:root:['Sukukaja', 'Patra', 'Salvation', 'Garu']
INFO:root:['Patra', 'Growth 3', 'Charmdi', 'Sukukaja']
INFO:root:['Salvation', 'Sukukaja', 'Garu', 'Tarukaja']
INFO:root:['Salvation', 'Sukukaja', 'Charmdi', 'Wind Amp']
INFO:root:['Charmdi', 'Patra', 'Sukukaja', 'Megidolaon']
INFO:root:['Salvation', 'Patra', 'Garu', 'Mind Charge']
INFO:root:['Patra', 'Charmdi', 'Megido', 'Spell Master']
INFO:root:['Sukukaja', 'Patra', 'Charmdi', 'Salvation']
INFO:root:['Patra', 'Mind Charge', 'Sukukaja', 'Charmdi']
INFO:root:['Tarukaja', 'Garu', 'Charmdi', 'Patra']
INFO:root:['Mind Charge', 'Charmdi', 'Patra', 'Tarukaja']
INFO:root:['Garu', 'Charmdi', 'Counter', 'Sukukaja']
INFO:root:['Charmdi', 'Patra', 'Sukukaja', 'Garu']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Sukukaja']
INFO:root:['Tarukaja', 'Patra', 'Sukukaja', 'Tetrakarn']
INFO:root:['Tarukaja', 'Patra', 'Charmdi', 'Mind Charge']
INFO:root:['Patra', 'Sukukaja', 'Charmdi', 'Growth 3']
INFO:root:['Charmdi', 'Sukukaja', 'Tarukaja', 'Mind Charge']
INFO:root:['Patra', 'Salvation', 'Mind Charge', 'Tarukaja']
INFO:root:['Charmdi', 'Garu', 'Counter', 'Sukukaja']
INFO:root:['Charmdi', 'Tarukaja', 'Sukukaja', 'Patra']
INFO:root:['Sukukaja', 'Tarukaja', 'Patra', 'Charmdi']
INFO:root:['Patra', 'Counter', 'Sukukaja', 'Charmdi']
INFO:root:['Garu', 'Sukukaja', 'Patra', 'Salvation']
INFO:root:['Charmdi', 'Hama', 'Mind Charge', 'Patra']
INFO:root:['Sukukaja', 'Salvation', 'Tarukaja', 'Charmdi']
INFO:root:['Sukukaja', 'Tetrakarn', 'Charmdi', 'Garu']
INFO:root:['Charmdi', 'Sukukaja', 'Spell Master', 'Mind Charge']
INFO:root:['Patra', 'Garu', 'Counter', 'Tetrakarn']
INFO:root:['Charmdi', 'Sukukaja', 'Patra', 'Megidolaon']
INFO:root:['Charmdi', 'Patra', 'Garu', 'Salvation']
INFO:root:['Charmdi', 'Patra', 'Tarukaja', 'Garu']
INFO:root:['Patra', 'Tarukaja', 'Sukukaja', 'Megidolaon']
INFO:root:['Patra', 'Tarukaja', 'Charmdi', 'Wind Amp']
INFO:root:['Sukukaja', 'Patra', 'Tetrakarn', 'Charmdi']
INFO:root:['Charmdi', 'Patra', 'Salvation', 'Garu']
INFO:root:['Sukukaja', 'Patra', 'Tarukaja', 'Garu']
INFO:root:['Patra', 'Charmdi', 'Mind Charge', 'Counter']
INFO:root:['Patra', 'Tarukaja', 'Salvation', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Ziodyne', 'Salvation']
INFO:root:['Mind Charge', 'Charmdi', 'Tarukaja', 'Hama']
INFO:root:['Tarukaja', 'Charmdi', 'Mind Charge', 'Growth 3']
INFO:root:['Patra', 'Sukukaja', 'Spell Master', 'Salvation']
INFO:root:['Patra', 'Charmdi', 'Mind Charge', 'Sukukaja']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Mind Charge']
INFO:root:['Tarukaja', 'Patra', 'Charmdi', 'Garu']
INFO:root:['Garu', 'Charmdi', 'Salvation', 'Sukukaja']
INFO:root:['Megidolaon', 'Patra', 'Sukukaja', 'Tarukaja']
INFO:root:['Garu', 'Salvation', 'Sukukaja', 'Patra']
INFO:root:['Patra', 'Sukukaja', 'Salvation', 'Counter']
INFO:root:['Patra', 'Wind Amp', 'Ziodyne', 'Charmdi']
INFO:root:['Tarukaja', 'Wind Amp', 'Patra', 'Charmdi']
INFO:root:['Sukukaja', 'Patra', 'Tarukaja', 'Tetrakarn']
INFO:root:['Patra', 'Tarukaja', 'Charmdi', 'Garu']
INFO:root:['Megidolaon', 'Patra', 'Spell Master', 'Mind Charge']
INFO:root:['Salvation', 'Patra', 'Charmdi', 'Mind Charge']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Tarukaja']
INFO:root:['Garu', 'Wind Amp', 'Patra', 'Sukukaja']
INFO:root:['Patra', 'Charmdi', 'Salvation', 'Tarukaja']
INFO:root:['Charmdi', 'Patra', 'Garu', 'Mind Charge']
INFO:root:['Charmdi', 'Garu', 'Patra', 'Salvation']
INFO:root:['Patra', 'Mind Charge', 'Tarukaja', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Salvation']
INFO:root:['Sukukaja', 'Patra', 'Salvation', 'Ziodyne']
INFO:root:['Salvation', 'Garu', 'Patra', 'Charmdi']
INFO:root:['Charmdi', 'Salvation', 'Patra', 'Sukukaja']
INFO:root:['Spell Master', 'Charmdi', 'Patra', 'Salvation']
INFO:root:['Tarukaja', 'Patra', 'Salvation', 'Counter']
INFO:root:['Sukukaja', 'Salvation', 'Charmdi', 'Patra']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Unshaken Will']
INFO:root:['Salvation', 'Patra', 'Counter', 'Sukukaja']
INFO:root:['Charmdi', 'Patra', 'Garu', 'Sukukaja']
INFO:root:['Patra', 'Mind Charge', 'Sukukaja', 'Charmdi']
INFO:root:['Patra', 'Megidolaon', 'Charmdi', 'Hama']
INFO:root:['Salvation', 'Charmdi', 'Mind Charge', 'Garu']
INFO:root:['Wind Amp', 'Patra', 'Charmdi', 'Salvation']
INFO:root:['Sukukaja', 'Patra', 'Charmdi', 'Mind Charge']
INFO:root:['Tarukaja', 'Patra', 'Sukukaja', 'Megido']
INFO:root:['Patra', 'Salvation', 'Charmdi', 'Tetrakarn']
INFO:root:['Tetrakarn', 'Tarukaja', 'Mind Charge', 'Megidolaon']
INFO:root:['Patra', 'Sukukaja', 'Tetrakarn', 'Charmdi']
INFO:root:['Patra', 'Tarukaja', 'Charmdi', 'Sukukaja']
INFO:root:['Charmdi', 'Sukukaja', 'Tarukaja', 'Salvation']
INFO:root:['Sukukaja', 'Patra', 'Spell Master', 'Charmdi']
INFO:root:['Tarukaja', 'Patra', 'Salvation', 'Sukukaja']
INFO:root:['Patra', 'Charmdi', 'Mind Charge', 'Tarukaja']
INFO:root:['Mind Charge', 'Garu', 'Patra', 'Charmdi']
INFO:root:['Charmdi', 'Growth 3', 'Patra', 'Mind Charge']
INFO:root:['Charmdi', 'Patra', 'Salvation', 'Sukukaja']
INFO:root:['Ziodyne', 'Patra', 'Wind Amp', 'Charmdi']
INFO:root:['Patra', 'Tetrakarn', 'Sukukaja', 'Salvation']
INFO:root:['Garu', 'Patra', 'Charmdi', 'Tetrakarn']
INFO:root:['Charmdi', 'Patra', 'Garu', 'Sukukaja']
INFO:root:['Charmdi', 'Tarukaja', 'Sukukaja', 'Patra']
INFO:root:['Patra', 'Salvation', 'Charmdi', 'Tetrakarn']
INFO:root:['Charmdi', 'Sukukaja', 'Garu', 'Patra']
INFO:root:['Patra', 'Sukukaja', 'Salvation', 'Mind Charge']
INFO:root:['Patra', 'Sukukaja', 'Tarukaja', 'Charmdi']
INFO:root:['Tarukaja', 'Patra', 'Charmdi', 'Counter']
INFO:root:['Patra', 'Charmdi', 'Growth 3', 'Mind Charge']
INFO:root:['Wind Amp', 'Mind Charge', 'Tarukaja', 'Tetrakarn']
INFO:root:['Sukukaja', 'Patra', 'Tarukaja', 'Charmdi']
INFO:root:['Salvation', 'Charmdi', 'Sukukaja', 'Tarukaja']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Garu']
INFO:root:['Tarukaja', 'Salvation', 'Megido', 'Garu']
INFO:root:['Patra', 'Charmdi', 'Garu', 'Mind Charge']
INFO:root:['Tarukaja', 'Charmdi', 'Sukukaja', 'Patra']
INFO:root:['Sukukaja', 'Charmdi', 'Tarukaja', 'Patra']
INFO:root:['Salvation', 'Patra', 'Charmdi', 'Sukukaja']
INFO:root:['Patra', 'Sukukaja', 'Salvation', 'Charmdi']
INFO:root:['Patra', 'Tarukaja', 'Salvation', 'Charmdi']
INFO:root:['Patra', 'Tarukaja', 'Megido', 'Counter']
INFO:root:['Patra', 'Growth 3', 'Charmdi', 'Sukukaja']
INFO:root:['Patra', 'Mind Charge', 'Charmdi', 'Sukukaja']
INFO:root:['Hama', 'Counter', 'Patra', 'Charmdi']
INFO:root:['Charmdi', 'Sukukaja', 'Patra', 'Garu']
INFO:root:['Patra', 'Tarukaja', 'Charmdi', 'Sukukaja']
INFO:root:['Charmdi', 'Patra', 'Sukukaja', 'Ziodyne']
INFO:root:['Charmdi', 'Patra', 'Salvation', 'Megidolaon']
INFO:root:['Charmdi', 'Counter', 'Mind Charge', 'Tetrakarn']
INFO:root:['Patra', 'Charmdi', 'Unshaken Will', 'Garu']
INFO:root:['Charmdi', 'Patra', 'Mind Charge', 'Wind Amp']
INFO:root:['Patra', 'Megido', 'Tetrakarn', 'Tarukaja']
INFO:root:['Tarukaja', 'Tetrakarn', 'Charmdi', 'Salvation']
INFO:root:['Patra', 'Charmdi', 'Growth 3', 'Sukukaja']
INFO:root:['Tarukaja', 'Charmdi', 'Sukukaja', 'Garu']
INFO:root:['Salvation', 'Charmdi', 'Patra', 'Sukukaja']
INFO:root:['Patra', 'Spell Master', 'Charmdi', 'Garu']
INFO:root:['Patra', 'Tarukaja', 'Tetrakarn', 'Charmdi']
INFO:root:['Patra', 'Sukukaja', 'Charmdi', 'Garu']
INFO:root:['Charmdi', 'Patra', 'Tarukaja', 'Tetrakarn']
INFO:root:['Patra', 'Garu', 'Charmdi', 'Sukukaja']
INFO:root:['Mind Charge', 'Patra', 'Sukukaja', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Wind Amp']
INFO:root:['Sukukaja', 'Garu', 'Patra', 'Salvation']
INFO:root:['Patra', 'Garu', 'Charmdi', 'Growth 3']
INFO:root:['Charmdi', 'Patra', 'Tarukaja', 'Garu']
INFO:root:['Unshaken Will', 'Patra', 'Tarukaja', 'Sukukaja']
INFO:root:['Patra', 'Counter', 'Charmdi', 'Tarukaja']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Megido']
INFO:root:['Growth 3', 'Patra', 'Tarukaja', 'Charmdi']
INFO:root:['Salvation', 'Charmdi', 'Patra', 'Sukukaja']
INFO:root:['Charmdi', 'Patra', 'Salvation', 'Sukukaja']
INFO:root:['Patra', 'Salvation', 'Charmdi', 'Megido']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Tarukaja']
INFO:root:['Patra', 'Sukukaja', 'Tarukaja', 'Unshaken Will']
INFO:root:['Growth 3', 'Patra', 'Charmdi', 'Sukukaja']
INFO:root:['Patra', 'Garu', 'Sukukaja', 'Wind Amp']
INFO:root:['Patra', 'Mind Charge', 'Sukukaja', 'Charmdi']
INFO:root:['Patra', 'Salvation', 'Mind Charge', 'Garu']
INFO:root:['Mind Charge', 'Garu', 'Charmdi', 'Patra']
INFO:root:['Tarukaja', 'Charmdi', 'Sukukaja', 'Mind Charge']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Tarukaja']
INFO:root:['Charmdi', 'Mind Charge', 'Patra', 'Sukukaja']
INFO:root:['Patra', 'Counter', 'Charmdi', 'Tetrakarn']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Garu']
INFO:root:['Ziodyne', 'Patra', 'Sukukaja', 'Tarukaja']
INFO:root:['Spell Master', 'Tetrakarn', 'Patra', 'Charmdi']
INFO:root:['Patra', 'Mind Charge', 'Sukukaja', 'Counter']
INFO:root:['Patra', 'Sukukaja', 'Charmdi', 'Mind Charge']
INFO:root:['Charmdi', 'Patra', 'Salvation', 'Mind Charge']
INFO:root:['Sukukaja', 'Garu', 'Patra', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Counter']
INFO:root:['Ziodyne', 'Unshaken Will', 'Patra', 'Charmdi']
INFO:root:['Tarukaja', 'Garu', 'Charmdi', 'Patra']
INFO:root:['Salvation', 'Tarukaja', 'Charmdi', 'Sukukaja']
INFO:root:['Charmdi', 'Patra', 'Tarukaja', 'Tetrakarn']
INFO:root:['Garu', 'Patra', 'Charmdi', 'Sukukaja']
INFO:root:['Charmdi', 'Patra', 'Salvation', 'Garu']
INFO:root:['Patra', 'Charmdi', 'Garu', 'Megido']
INFO:root:['Patra', 'Salvation', 'Charmdi', 'Sukukaja']
INFO:root:['Tarukaja', 'Patra', 'Megido', 'Spell Master']
INFO:root:['Patra', 'Salvation', 'Sukukaja', 'Garu']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Unshaken Will']
INFO:root:['Patra', 'Wind Amp', 'Charmdi', 'Tarukaja']
INFO:root:['Garu', 'Patra', 'Sukukaja', 'Charmdi']
INFO:root:['Mind Charge', 'Patra', 'Tarukaja', 'Ziodyne']
INFO:root:['Charmdi', 'Tarukaja', 'Patra', 'Sukukaja']
INFO:root:['Tetrakarn', 'Patra', 'Charmdi', 'Sukukaja']
INFO:root:['Patra', 'Sukukaja', 'Charmdi', 'Tetrakarn']
INFO:root:['Tarukaja', 'Patra', 'Charmdi', 'Wind Amp']
INFO:root:['Sukukaja', 'Megidolaon', 'Charmdi', 'Patra']
INFO:root:['Sukukaja', 'Megido', 'Patra', 'Salvation']
INFO:root:['Tarukaja', 'Patra', 'Charmdi', 'Garu']
INFO:root:['Garu', 'Patra', 'Tarukaja', 'Charmdi']
INFO:root:['Sukukaja', 'Patra', 'Mind Charge', 'Tarukaja']
INFO:root:['Patra', 'Charmdi', 'Salvation', 'Megidolaon']
INFO:root:['Patra', 'Tetrakarn', 'Sukukaja', 'Garu']
INFO:root:['Patra', 'Charmdi', 'Megido', 'Salvation']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Garu']
INFO:root:['Charmdi', 'Patra', 'Counter', 'Salvation']
INFO:root:['Patra', 'Mind Charge', 'Charmdi', 'Wind Amp']
INFO:root:['Patra', 'Tetrakarn', 'Tarukaja', 'Counter']
INFO:root:['Patra', 'Garu', 'Tarukaja', 'Counter']
INFO:root:['Patra', 'Counter', 'Sukukaja', 'Tetrakarn']
INFO:root:['Garu', 'Patra', 'Tarukaja', 'Charmdi']
INFO:root:['Patra', 'Salvation', 'Sukukaja', 'Garu']
INFO:root:['Sukukaja', 'Patra', 'Wind Amp', 'Salvation']
INFO:root:['Charmdi', 'Sukukaja', 'Mind Charge', 'Wind Amp']
INFO:root:['Patra', 'Counter', 'Charmdi', 'Mind Charge']
INFO:root:['Patra', 'Charmdi', 'Tetrakarn', 'Garu']
INFO:root:['Charmdi', 'Patra', 'Counter', 'Salvation']
INFO:root:['Charmdi', 'Patra', 'Salvation', 'Growth 3']
INFO:root:['Patra', 'Tarukaja', 'Megido', 'Salvation']
INFO:root:['Sukukaja', 'Patra', 'Spell Master', 'Charmdi']
INFO:root:['Mind Charge', 'Patra', 'Sukukaja', 'Charmdi']
INFO:root:['Sukukaja', 'Patra', 'Charmdi', 'Mind Charge']
INFO:root:['Patra', 'Sukukaja', 'Salvation', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Tarukaja']
INFO:root:['Patra', 'Charmdi', 'Garu', 'Salvation']
INFO:root:['Charmdi', 'Patra', 'Tarukaja', 'Megido']
INFO:root:['Charmdi', 'Tarukaja', 'Mind Charge', 'Sukukaja']
INFO:root:['Tarukaja', 'Patra', 'Charmdi', 'Sukukaja']
INFO:root:['Patra', 'Tarukaja', 'Hama', 'Charmdi']
INFO:root:['Sukukaja', 'Patra', 'Tarukaja', 'Mind Charge']
INFO:root:['Tarukaja', 'Patra', 'Charmdi', 'Salvation']
INFO:root:['Salvation', 'Patra', 'Tarukaja', 'Wind Amp']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Garu']
INFO:root:['Patra', 'Tarukaja', 'Charmdi', 'Sukukaja']
INFO:root:['Patra', 'Mind Charge', 'Charmdi', 'Tetrakarn']
INFO:root:['Mind Charge', 'Garu', 'Tetrakarn', 'Tarukaja']
INFO:root:['Patra', 'Charmdi', 'Garu', 'Salvation']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Sukukaja']
INFO:root:['Patra', 'Charmdi', 'Ziodyne', 'Tetrakarn']
INFO:root:['Tetrakarn', 'Patra', 'Megidolaon', 'Charmdi']
INFO:root:['Sukukaja', 'Patra', 'Wind Amp', 'Charmdi']
INFO:root:['Sukukaja', 'Salvation', 'Patra', 'Garu']
INFO:root:['Tetrakarn', 'Patra', 'Ziodyne', 'Sukukaja']
INFO:root:['Patra', 'Garu', 'Sukukaja', 'Salvation']
INFO:root:['Charmdi', 'Salvation', 'Patra', 'Sukukaja']
INFO:root:['Tarukaja', 'Mind Charge', 'Growth 3', 'Patra']
INFO:root:['Patra', 'Wind Amp', 'Tetrakarn', 'Tarukaja']
INFO:root:['Patra', 'Tarukaja', 'Sukukaja', 'Garu']
INFO:root:['Charmdi', 'Sukukaja', 'Patra', 'Tarukaja']
INFO:root:['Charmdi', 'Patra', 'Tarukaja', 'Salvation']
INFO:root:['Tarukaja', 'Spell Master', 'Tetrakarn', 'Patra']
INFO:root:['Patra', 'Charmdi', 'Growth 3', 'Unshaken Will']
INFO:root:['Patra', 'Megido', 'Salvation', 'Growth 3']
INFO:root:['Patra', 'Garu', 'Sukukaja', 'Salvation']
INFO:root:['Garu', 'Charmdi', 'Tarukaja', 'Sukukaja']
INFO:root:['Tetrakarn', 'Patra', 'Charmdi', 'Mind Charge']
INFO:root:['Salvation', 'Patra', 'Charmdi', 'Mind Charge']
INFO:root:['Sukukaja', 'Garu', 'Patra', 'Tarukaja']
INFO:root:['Patra', 'Mind Charge', 'Tarukaja', 'Salvation']
INFO:root:['Sukukaja', 'Patra', 'Charmdi', 'Megidolaon']
INFO:root:['Sukukaja', 'Patra', 'Charmdi', 'Tarukaja']
INFO:root:['Patra', 'Sukukaja', 'Charmdi', 'Hama']
INFO:root:['Charmdi', 'Tetrakarn', 'Wind Amp', 'Patra']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Salvation']
INFO:root:['Patra', 'Salvation', 'Charmdi', 'Garu']
INFO:root:['Wind Amp', 'Charmdi', 'Patra', 'Sukukaja']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Salvation']
INFO:root:['Tarukaja', 'Patra', 'Sukukaja', 'Charmdi']
INFO:root:['Charmdi', 'Sukukaja', 'Garu', 'Patra']
INFO:root:['Wind Amp', 'Patra', 'Hama', 'Charmdi']
INFO:root:['Patra', 'Tarukaja', 'Sukukaja', 'Garu']
INFO:root:['Tarukaja', 'Sukukaja', 'Patra', 'Garu']
INFO:root:['Patra', 'Salvation', 'Sukukaja', 'Tarukaja']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Salvation']
INFO:root:['Charmdi', 'Sukukaja', 'Hama', 'Garu']
INFO:root:['Patra', 'Mind Charge', 'Salvation', 'Charmdi']
INFO:root:['Tarukaja', 'Patra', 'Sukukaja', 'Growth 3']
INFO:root:['Mind Charge', 'Tarukaja', 'Sukukaja', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Ziodyne', 'Tarukaja']
INFO:root:['Charmdi', 'Patra', 'Tarukaja', 'Salvation']
INFO:root:['Garu', 'Charmdi', 'Salvation', 'Tarukaja']
INFO:root:['Patra', 'Mind Charge', 'Charmdi', 'Growth 3']
INFO:root:['Salvation', 'Garu', 'Patra', 'Charmdi']
INFO:root:['Hama', 'Patra', 'Charmdi', 'Sukukaja']
INFO:root:['Patra', 'Counter', 'Tarukaja', 'Charmdi']
INFO:root:['Sukukaja', 'Salvation', 'Patra', 'Garu']
INFO:root:['Patra', 'Sukukaja', 'Charmdi', 'Tarukaja']
INFO:root:['Charmdi', 'Wind Amp', 'Patra', 'Mind Charge']
INFO:root:['Mind Charge', 'Patra', 'Charmdi', 'Tarukaja']
INFO:root:['Patra', 'Charmdi', 'Mind Charge', 'Sukukaja']
INFO:root:['Patra', 'Sukukaja', 'Tarukaja', 'Mind Charge']
INFO:root:['Garu', 'Salvation', 'Patra', 'Charmdi']
INFO:root:['Patra', 'Tarukaja', 'Ziodyne', 'Charmdi']
INFO:root:['Charmdi', 'Salvation', 'Unshaken Will', 'Ziodyne']
INFO:root:['Patra', 'Sukukaja', 'Charmdi', 'Tetrakarn']
INFO:root:['Charmdi', 'Patra', 'Tarukaja', 'Tetrakarn']
INFO:root:['Garu', 'Patra', 'Hama', 'Salvation']
INFO:root:['Sukukaja', 'Wind Amp', 'Patra', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Counter', 'Tetrakarn']
INFO:root:['Patra', 'Sukukaja', 'Garu', 'Charmdi']
INFO:root:['Sukukaja', 'Patra', 'Mind Charge', 'Growth 3']
INFO:root:['Tarukaja', 'Patra', 'Charmdi', 'Sukukaja']
INFO:root:['Patra', 'Charmdi', 'Growth 3', 'Tarukaja']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Mind Charge']
INFO:root:['Charmdi', 'Garu', 'Patra', 'Wind Amp']
INFO:root:['Charmdi', 'Patra', 'Sukukaja', 'Garu']
INFO:root:['Patra', 'Garu', 'Charmdi', 'Tarukaja']
INFO:root:['Tetrakarn', 'Patra', 'Charmdi', 'Ziodyne']
INFO:root:['Patra', 'Tetrakarn', 'Sukukaja', 'Charmdi']
INFO:root:['Tarukaja', 'Sukukaja', 'Patra', 'Counter']
INFO:root:['Patra', 'Sukukaja', 'Charmdi', 'Counter']
INFO:root:['Ziodyne', 'Salvation', 'Unshaken Will', 'Patra']
INFO:root:['Counter', 'Tarukaja', 'Patra', 'Charmdi']
INFO:root:['Patra', 'Salvation', 'Charmdi', 'Garu']
INFO:root:['Tarukaja', 'Patra', 'Sukukaja', 'Garu']
INFO:root:['Charmdi', 'Tarukaja', 'Counter', 'Garu']
INFO:root:['Tetrakarn', 'Garu', 'Mind Charge', 'Charmdi']
INFO:root:['Sukukaja', 'Patra', 'Salvation', 'Tetrakarn']
INFO:root:['Sukukaja', 'Mind Charge', 'Patra', 'Charmdi']
INFO:root:['Charmdi', 'Tarukaja', 'Patra', 'Salvation']
INFO:root:['Counter', 'Patra', 'Salvation', 'Sukukaja']
INFO:root:['Patra', 'Wind Amp', 'Sukukaja', 'Garu']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Garu']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Spell Master']
INFO:root:['Patra', 'Sukukaja', 'Spell Master', 'Charmdi']
INFO:root:['Sukukaja', 'Patra', 'Charmdi', 'Tetrakarn']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Sukukaja']
INFO:root:['Sukukaja', 'Patra', 'Charmdi', 'Salvation']
INFO:root:['Ziodyne', 'Patra', 'Charmdi', 'Growth 3']
INFO:root:['Patra', 'Charmdi', 'Salvation', 'Sukukaja']
INFO:root:['Mind Charge', 'Patra', 'Charmdi', 'Garu']
INFO:root:['Charmdi', 'Patra', 'Sukukaja', 'Mind Charge']
INFO:root:['Charmdi', 'Garu', 'Counter', 'Mind Charge']
INFO:root:['Patra', 'Tarukaja', 'Sukukaja', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Tetrakarn', 'Tarukaja']
INFO:root:['Sukukaja', 'Patra', 'Salvation', 'Tarukaja']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Salvation']
INFO:root:['Patra', 'Charmdi', 'Salvation', 'Mind Charge']
INFO:root:['Megidolaon', 'Patra', 'Mind Charge', 'Tarukaja']
INFO:root:['Patra', 'Megidolaon', 'Salvation', 'Tarukaja']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Tetrakarn']
INFO:root:['Sukukaja', 'Patra', 'Tarukaja', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Growth 3', 'Sukukaja']
INFO:root:['Sukukaja', 'Patra', 'Charmdi', 'Tetrakarn']
