INFO:root:['Null Dark', 'Patra', 'Recarm', 'Sukukaja']
INFO:root:['Patra', 'Tarukaja', 'Null Dark', 'Samsara']
INFO:root:['Wind Amp', 'Null Dark', 'Growth 3', 'Recarm']
INFO:root:['Samsara', 'Wind Amp', 'Growth 3', 'Recarm']
INFO:root:['Patra', 'Growth 3', 'Wind Amp', 'Tarukaja']
INFO:root:['Diarahan', 'Growth 3', 'Tarukaja', 'Null Dark']
INFO:root:['Samsara', 'Spell Master', 'Tarukaja', 'Sukukaja']
INFO:root:['Null Dark', 'Samsara', 'Wind Amp', 'Patra']
INFO:root:['Samsara', 'Unshaken Will', 'Spell Master', 'Growth 3']
INFO:root:['Samsara', 'Growth 3', 'Wind Amp', 'Null Dark']
INFO:root:['Growth 3', 'Patra', 'Wind Amp', 'Spell Master']
INFO:root:['Growth 3', 'Sukukaja', 'Unshaken Will', 'Mind Charge']
INFO:root:['Growth 3', 'Marakunda', 'Tarukaja', 'Wind Amp']
INFO:root:['Null Dark', 'Diarahan', 'Samsara', 'Unshaken Will']
INFO:root:['Samsara', 'Wind Amp', 'Sukukaja', 'Patra']
INFO:root:['Spell Master', 'Unshaken Will', 'Tetrakarn', 'Growth 3']
INFO:root:['Growth 3', 'Sukukaja', 'Samsara', 'Spell Master']
INFO:root:['Samsara', 'Megidolaon', 'Wind Amp', 'Recarm']
INFO:root:['Tarukaja', 'Samsara', 'Spell Master', 'Null Dark']
INFO:root:['Null Dark', 'Sukukaja', 'Tarukaja', 'Growth 3']
INFO:root:['Wind Amp', 'Growth 3', 'Megidolaon', 'Marakunda']
INFO:root:['Patra', 'Sukukaja', 'Null Dark', 'Wind Amp']
INFO:root:['Sukukaja', 'Spell Master', 'Patra', 'Samsara']
INFO:root:['Spell Master', 'Wind Amp', 'Growth 3', 'Diarahan']
INFO:root:['Sukukaja', 'Tarukaja', 'Wind Amp', 'Unshaken Will']
INFO:root:['Wind Amp', 'Null Dark', 'Patra', 'Unshaken Will']
INFO:root:['Sukukaja', 'Tarukaja', 'Megidolaon', 'Samsara']
INFO:root:['Growth 3', 'Patra', 'Tarukaja', 'Spell Master']
INFO:root:['Samsara', 'Wind Amp', 'Patra', 'Sukukaja']
INFO:root:['Samsara', 'Sukukaja', 'Marakunda', 'Patra']
INFO:root:['Samsara', 'Patra', 'Unshaken Will', 'Null Dark']
INFO:root:['Growth 3', 'Patra', 'Samsara', 'Null Dark']
INFO:root:['Null Dark', 'Samsara', 'Patra', 'Recarm']
INFO:root:['Sukukaja', 'Growth 3', 'Patra', 'Wind Amp']
INFO:root:['Patra', 'Sukukaja', 'Samsara', 'Wind Amp']
INFO:root:['Samsara', 'Diarahan', 'Wind Amp', 'Growth 3']
INFO:root:['Null Dark', 'Marakunda', 'Patra', 'Unshaken Will']
INFO:root:['Samsara', 'Tarukaja', 'Null Dark', 'Tetrakarn']
INFO:root:['Patra', 'Samsara', 'Sukukaja', 'Wind Amp']
INFO:root:['Tarukaja', 'Samsara', 'Null Dark', 'Wind Amp']
INFO:root:['Marakunda', 'Growth 3', 'Samsara', 'Sukukaja']
INFO:root:['Sukukaja', 'Mind Charge', 'Samsara', 'Tarukaja']
INFO:root:['Wind Amp', 'Unshaken Will', 'Samsara', 'Tetrakarn']
INFO:root:['Wind Amp', 'Samsara', 'Recarm', 'Diarahan']
INFO:root:['Mind Charge', 'Sukukaja', 'Samsara', 'Patra']
INFO:root:['Null Dark', 'Samsara', 'Megidolaon', 'Growth 3']
INFO:root:['Samsara', 'Patra', 'Growth 3', 'Tetrakarn']
INFO:root:['Wind Amp', 'Null Dark', 'Marakunda', 'Patra']
INFO:root:['Null Dark', 'Growth 3', 'Unshaken Will', 'Samsara']
INFO:root:['Tarukaja', 'Wind Amp', 'Spell Master', 'Patra']
INFO:root:['Growth 3', 'Samsara', 'Recarm', 'Mind Charge']
INFO:root:['Null Dark', 'Samsara', 'Unshaken Will', 'Mind Charge']
INFO:root:['Growth 3', 'Samsara', 'Null Dark', 'Patra']
INFO:root:['Patra', 'Tarukaja', 'Megidolaon', 'Spell Master']
INFO:root:['Unshaken Will', 'Patra', 'Growth 3', 'Samsara']
INFO:root:['Samsara', 'Wind Amp', 'Tarukaja', 'Unshaken Will']
INFO:root:['Samsara', 'Sukukaja', 'Diarahan', 'Mind Charge']
INFO:root:['Samsara', 'Patra', 'Wind Amp', 'Unshaken Will']
INFO:root:['Wind Amp', 'Megidolaon', 'Samsara', 'Patra']
INFO:root:['Patra', 'Wind Amp', 'Null Dark', 'Samsara']
INFO:root:['Patra', 'Wind Amp', 'Samsara', 'Spell Master']
INFO:root:['Null Dark', 'Marakunda', 'Wind Amp', 'Growth 3']
INFO:root:['Spell Master', 'Null Dark', 'Growth 3', 'Unshaken Will']
INFO:root:['Unshaken Will', 'Megidolaon', 'Marakunda', 'Sukukaja']
INFO:root:['Growth 3', 'Samsara', 'Patra', 'Wind Amp']
INFO:root:['Null Dark', 'Patra', 'Samsara', 'Tarukaja']
INFO:root:['Patra', 'Null Dark', 'Samsara', 'Growth 3']
INFO:root:['Wind Amp', 'Spell Master', 'Samsara', 'Growth 3']
INFO:root:['Spell Master', 'Sukukaja', 'Patra', 'Tarukaja']
INFO:root:['Wind Amp', 'Samsara', 'Null Dark', 'Growth 3']
INFO:root:['Samsara', 'Growth 3', 'Marakunda', 'Patra']
INFO:root:['Wind Amp', 'Sukukaja', 'Samsara', 'Marakunda']
INFO:root:['Megidolaon', 'Samsara', 'Unshaken Will', 'Patra']
INFO:root:['Tarukaja', 'Null Dark', 'Unshaken Will', 'Growth 3']
INFO:root:['Samsara', 'Growth 3', 'Unshaken Will', 'Wind Amp']
INFO:root:['Patra', 'Samsara', 'Growth 3', 'Mind Charge']
INFO:root:['Wind Amp', 'Samsara', 'Null Dark', 'Patra']
INFO:root:['Null Dark', 'Unshaken Will', 'Marakunda', 'Samsara']
INFO:root:['Wind Amp', 'Spell Master', 'Null Dark', 'Sukukaja']
INFO:root:['Samsara', 'Sukukaja', 'Patra', 'Null Dark']
INFO:root:['Spell Master', 'Patra', 'Sukukaja', 'Samsara']
INFO:root:['Sukukaja', 'Patra', 'Null Dark', 'Samsara']
INFO:root:['Diarahan', 'Growth 3', 'Null Dark', 'Samsara']
INFO:root:['Diarahan', 'Samsara', 'Growth 3', 'Wind Amp']
INFO:root:['Wind Amp', 'Sukukaja', 'Growth 3', 'Patra']
INFO:root:['Samsara', 'Unshaken Will', 'Growth 3', 'Wind Amp']
INFO:root:['Patra', 'Tarukaja', 'Wind Amp', 'Samsara']
INFO:root:['Unshaken Will', 'Wind Amp', 'Spell Master', 'Sukukaja']
INFO:root:['Samsara', 'Growth 3', 'Unshaken Will', 'Patra']
INFO:root:['Patra', 'Samsara', 'Wind Amp', 'Megidolaon']
INFO:root:['Tarukaja', 'Patra', 'Sukukaja', 'Samsara']
INFO:root:['Samsara', 'Null Dark', 'Recarm', 'Tarukaja']
INFO:root:['Growth 3', 'Patra', 'Samsara', 'Sukukaja']
INFO:root:['Unshaken Will', 'Growth 3', 'Samsara', 'Wind Amp']
INFO:root:['Samsara', 'Patra', 'Spell Master', 'Null Dark']
INFO:root:['Samsara', 'Wind Amp', 'Patra', 'Spell Master']
INFO:root:['Samsara', 'Growth 3', 'Patra', 'Recarm']
INFO:root:['Mind Charge', 'Null Dark', 'Samsara', 'Wind Amp']
INFO:root:['Samsara', 'Growth 3', 'Tarukaja', 'Megidolaon']
INFO:root:['Patra', 'Spell Master', 'Megidolaon', 'Recarm']
INFO:root:['Sukukaja', 'Mind Charge', 'Samsara', 'Unshaken Will']
INFO:root:['Wind Amp', 'Tarukaja', 'Megidolaon', 'Marakunda']
INFO:root:['Null Dark', 'Samsara', 'Wind Amp', 'Tarukaja']
INFO:root:['Tarukaja', 'Null Dark', 'Patra', 'Sukukaja']
INFO:root:['Growth 3', 'Spell Master', 'Wind Amp', 'Samsara']
INFO:root:['Patra', 'Null Dark', 'Samsara', 'Mind Charge']
INFO:root:['Null Dark', 'Tarukaja', 'Megidolaon', 'Growth 3']
INFO:root:['Unshaken Will', 'Wind Amp', 'Samsara', 'Tetrakarn']
INFO:root:['Samsara', 'Sukukaja', 'Growth 3', 'Wind Amp']
INFO:root:['Wind Amp', 'Sukukaja', 'Null Dark', 'Unshaken Will']
INFO:root:['Wind Amp', 'Samsara', 'Spell Master', 'Diarahan']
INFO:root:['Null Dark', 'Diarahan', 'Samsara', 'Unshaken Will']
INFO:root:['Growth 3', 'Samsara', 'Patra', 'Tarukaja']
INFO:root:['Growth 3', 'Sukukaja', 'Tarukaja', 'Wind Amp']
INFO:root:['Null Dark', 'Samsara', 'Growth 3', 'Recarm']
INFO:root:['Spell Master', 'Tarukaja', 'Samsara', 'Null Dark']
INFO:root:['Samsara', 'Megidolaon', 'Unshaken Will', 'Wind Amp']
INFO:root:['Spell Master', 'Wind Amp', 'Growth 3', 'Patra']
INFO:root:['Null Dark', 'Samsara', 'Wind Amp', 'Spell Master']
INFO:root:['Samsara', 'Diarahan', 'Null Dark', 'Wind Amp']
INFO:root:['Sukukaja', 'Samsara', 'Null Dark', 'Tarukaja']
INFO:root:['Samsara', 'Null Dark', 'Patra', 'Unshaken Will']
INFO:root:['Mind Charge', 'Patra', 'Growth 3', 'Unshaken Will']
INFO:root:['Tarukaja', 'Patra', 'Sukukaja', 'Samsara']
INFO:root:['Samsara', 'Patra', 'Megidolaon', 'Growth 3']
INFO:root:['Spell Master', 'Growth 3', 'Tetrakarn', 'Sukukaja']
INFO:root:['Samsara', 'Growth 3', 'Patra', 'Diarahan']
INFO:root:['Patra', 'Null Dark', 'Samsara', 'Tarukaja']
INFO:root:['Growth 3', 'Megidolaon', 'Null Dark', 'Diarahan']
INFO:root:['Samsara', 'Unshaken Will', 'Patra', 'Tarukaja']
INFO:root:['Null Dark', 'Sukukaja', 'Samsara', 'Unshaken Will']
INFO:root:['Marakunda', 'Samsara', 'Patra', 'Null Dark']
INFO:root:['Megidolaon', 'Samsara', 'Recarm', 'Mind Charge']
INFO:root:['Samsara', 'Wind Amp', 'Patra', 'Tarukaja']
INFO:root:['Null Dark', 'Recarm', 'Patra', 'Samsara']
INFO:root:['Growth 3', 'Samsara', 'Tarukaja', 'Recarm']
INFO:root:['Marakunda', 'Diarahan', 'Mind Charge', 'Growth 3']
INFO:root:['Samsara', 'Wind Amp', 'Spell Master', 'Patra']
INFO:root:['Growth 3', 'Tarukaja', 'Spell Master', 'Wind Amp']
INFO:root:['Wind Amp', 'Samsara', 'Growth 3', 'Unshaken Will']
INFO:root:['Spell Master', 'Null Dark', 'Samsara', 'Growth 3']
INFO:root:['Wind Amp', 'Mind Charge', 'Patra', 'Null Dark']
INFO:root:['Wind Amp', 'Sukukaja', 'Unshaken Will', 'Patra']
INFO:root:['Growth 3', 'Patra', 'Null Dark', 'Sukukaja']
INFO:root:['Samsara', 'Wind Amp', 'Growth 3', 'Recarm']
INFO:root:['Patra', 'Samsara', 'Wind Amp', 'Tarukaja']
INFO:root:['Samsara', 'Unshaken Will', 'Wind Amp', 'Tarukaja']
INFO:root:['Wind Amp', 'Marakunda', 'Samsara', 'Diarahan']
INFO:root:['Samsara', 'Wind Amp', 'Unshaken Will', 'Growth 3']
INFO:root:['Wind Amp', 'Tarukaja', 'Growth 3', 'Null Dark']
INFO:root:['Growth 3', 'Samsara', 'Unshaken Will', 'Wind Amp']
INFO:root:['Null Dark', 'Marakunda', 'Samsara', 'Wind Amp']
INFO:root:['Patra', 'Wind Amp', 'Null Dark', 'Mind Charge']
INFO:root:['Samsara', 'Sukukaja', 'Null Dark', 'Patra']
INFO:root:['Samsara', 'Patra', 'Recarm', 'Null Dark']
INFO:root:['Null Dark', 'Tarukaja', 'Unshaken Will', 'Samsara']
INFO:root:['Growth 3', 'Patra', 'Tarukaja', 'Samsara']
INFO:root:['Samsara', 'Tarukaja', 'Spell Master', 'Growth 3']
INFO:root:['Samsara', 'Wind Amp', 'Unshaken Will', 'Tetrakarn']
INFO:root:['Mind Charge', 'Spell Master', 'Wind Amp', 'Samsara']
INFO:root:['Samsara', 'Sukukaja', 'Spell Master', 'Patra']
INFO:root:['Spell Master', 'Wind Amp', 'Unshaken Will', 'Tarukaja']
INFO:root:['Recarm', 'Unshaken Will', 'Growth 3', 'Samsara']
INFO:root:['Wind Amp', 'Recarm', 'Samsara', 'Growth 3']
INFO:root:['Null Dark', 'Patra', 'Unshaken Will', 'Growth 3']
INFO:root:['Null Dark', 'Patra', 'Growth 3', 'Tarukaja']
INFO:root:['Mind Charge', 'Wind Amp', 'Unshaken Will', 'Marakunda']
INFO:root:['Patra', 'Growth 3', 'Unshaken Will', 'Sukukaja']
INFO:root:['Tarukaja', 'Spell Master', 'Sukukaja', 'Megidolaon']
INFO:root:['Null Dark', 'Wind Amp', 'Marakunda', 'Samsara']
INFO:root:['Samsara', 'Growth 3', 'Wind Amp', 'Megidolaon']
INFO:root:['Patra', 'Mind Charge', 'Spell Master', 'Null Dark']
INFO:root:['Samsara', 'Megidolaon', 'Tarukaja', 'Patra']
INFO:root:['Samsara', 'Tarukaja', 'Patra', 'Sukukaja']
INFO:root:['Tarukaja', 'Spell Master', 'Null Dark', 'Samsara']
INFO:root:['Spell Master', 'Null Dark', 'Samsara', 'Patra']
INFO:root:['Patra', 'Tarukaja', 'Samsara', 'Wind Amp']
INFO:root:['Samsara', 'Sukukaja', 'Null Dark', 'Wind Amp']
INFO:root:['Marakunda', 'Tetrakarn', 'Samsara', 'Patra']
INFO:root:['Growth 3', 'Samsara', 'Null Dark', 'Patra']
INFO:root:['Patra', 'Wind Amp', 'Growth 3', 'Samsara']
INFO:root:['Growth 3', 'Mind Charge', 'Null Dark', 'Unshaken Will']
INFO:root:['Growth 3', 'Samsara', 'Unshaken Will', 'Tarukaja']
INFO:root:['Wind Amp', 'Samsara', 'Sukukaja', 'Marakunda']
INFO:root:['Marakunda', 'Null Dark', 'Samsara', 'Mind Charge']
INFO:root:['Wind Amp', 'Patra', 'Tetrakarn', 'Tarukaja']
INFO:root:['Samsara', 'Wind Amp', 'Patra', 'Growth 3']
INFO:root:['Growth 3', 'Null Dark', 'Tarukaja', 'Samsara']
INFO:root:['Null Dark', 'Wind Amp', 'Recarm', 'Tarukaja']
INFO:root:['Recarm', 'Sukukaja', 'Null Dark', 'Unshaken Will']
INFO:root:['Wind Amp', 'Marakunda', 'Tarukaja', 'Diarahan']
INFO:root:['Samsara', 'Wind Amp', 'Patra', 'Growth 3']
INFO:root:['Spell Master', 'Patra', 'Samsara', 'Unshaken Will']
INFO:root:['Samsara', 'Growth 3', 'Wind Amp', 'Diarahan']
INFO:root:['Tarukaja', 'Samsara', 'Growth 3', 'Null Dark']
INFO:root:['Null Dark', 'Samsara', 'Spell Master', 'Tarukaja']
INFO:root:['Tetrakarn', 'Diarahan', 'Unshaken Will', 'Wind Amp']
INFO:root:['Wind Amp', 'Patra', 'Samsara', 'Tarukaja']
INFO:root:['Growth 3', 'Marakunda', 'Null Dark', 'Wind Amp']
INFO:root:['Null Dark', 'Marakunda', 'Tarukaja', 'Wind Amp']
INFO:root:['Samsara', 'Megidolaon', 'Patra', 'Spell Master']
INFO:root:['Samsara', 'Patra', 'Sukukaja', 'Marakunda']
INFO:root:['Tarukaja', 'Null Dark', 'Growth 3', 'Samsara']
INFO:root:['Tarukaja', 'Unshaken Will', 'Samsara', 'Megidolaon']
INFO:root:['Growth 3', 'Tarukaja', 'Diarahan', 'Samsara']
INFO:root:['Samsara', 'Growth 3', 'Diarahan', 'Spell Master']
INFO:root:['Wind Amp', 'Mind Charge', 'Null Dark', 'Marakunda']
INFO:root:['Growth 3', 'Samsara', 'Wind Amp', 'Megidolaon']
INFO:root:['Recarm', 'Mind Charge', 'Samsara', 'Growth 3']
INFO:root:['Marakunda', 'Wind Amp', 'Samsara', 'Recarm']
INFO:root:['Wind Amp', 'Recarm', 'Samsara', 'Null Dark']
INFO:root:['Wind Amp', 'Tarukaja', 'Marakunda', 'Null Dark']
INFO:root:['Null Dark', 'Patra', 'Mind Charge', 'Diarahan']
INFO:root:['Wind Amp', 'Sukukaja', 'Null Dark', 'Tarukaja']
INFO:root:['Wind Amp', 'Samsara', 'Unshaken Will', 'Tetrakarn']
INFO:root:['Samsara', 'Null Dark', 'Spell Master', 'Growth 3']
INFO:root:['Samsara', 'Growth 3', 'Spell Master', 'Null Dark']
INFO:root:['Samsara', 'Growth 3', 'Spell Master', 'Wind Amp']
INFO:root:['Growth 3', 'Null Dark', 'Mind Charge', 'Unshaken Will']
INFO:root:['Spell Master', 'Patra', 'Tarukaja', 'Mind Charge']
INFO:root:['Mind Charge', 'Wind Amp', 'Samsara', 'Unshaken Will']
INFO:root:['Spell Master', 'Patra', 'Null Dark', 'Samsara']
INFO:root:['Diarahan', 'Spell Master', 'Samsara', 'Unshaken Will']
INFO:root:['Growth 3', 'Samsara', 'Null Dark', 'Diarahan']
INFO:root:['Null Dark', 'Patra', 'Samsara', 'Wind Amp']
INFO:root:['Wind Amp', 'Mind Charge', 'Null Dark', 'Unshaken Will']
INFO:root:['Samsara', 'Sukukaja', 'Patra', 'Tetrakarn']
INFO:root:['Samsara', 'Marakunda', 'Megidolaon', 'Growth 3']
INFO:root:['Sukukaja', 'Wind Amp', 'Tarukaja', 'Null Dark']
INFO:root:['Growth 3', 'Samsara', 'Null Dark', 'Wind Amp']
INFO:root:['Samsara', 'Megidolaon', 'Null Dark', 'Patra']
INFO:root:['Mind Charge', 'Null Dark', 'Growth 3', 'Wind Amp']
INFO:root:['Sukukaja', 'Null Dark', 'Megidolaon', 'Wind Amp']
INFO:root:['Growth 3', 'Recarm', 'Tarukaja', 'Null Dark']
INFO:root:['Patra', 'Samsara', 'Tarukaja', 'Null Dark']
INFO:root:['Tarukaja', 'Growth 3', 'Samsara', 'Wind Amp']
INFO:root:['Growth 3', 'Patra', 'Diarahan', 'Wind Amp']
INFO:root:['Growth 3', 'Tarukaja', 'Wind Amp', 'Patra']
INFO:root:['Null Dark', 'Marakunda', 'Unshaken Will', 'Samsara']
INFO:root:['Null Dark', 'Wind Amp', 'Samsara', 'Tarukaja']
INFO:root:['Unshaken Will', 'Marakunda', 'Samsara', 'Null Dark']
INFO:root:['Diarahan', 'Growth 3', 'Patra', 'Spell Master']
INFO:root:['Samsara', 'Diarahan', 'Patra', 'Marakunda']
INFO:root:['Unshaken Will', 'Samsara', 'Null Dark', 'Patra']
INFO:root:['Unshaken Will', 'Wind Amp', 'Growth 3', 'Sukukaja']
INFO:root:['Spell Master', 'Wind Amp', 'Patra', 'Growth 3']
INFO:root:['Sukukaja', 'Patra', 'Null Dark', 'Wind Amp']
INFO:root:['Samsara', 'Patra', 'Growth 3', 'Wind Amp']
INFO:root:['Samsara', 'Wind Amp', 'Sukukaja', 'Null Dark']
INFO:root:['Null Dark', 'Samsara', 'Wind Amp', 'Growth 3']
INFO:root:['Patra', 'Null Dark', 'Growth 3', 'Wind Amp']
INFO:root:['Spell Master', 'Sukukaja', 'Wind Amp', 'Recarm']
INFO:root:['Patra', 'Samsara', 'Recarm', 'Wind Amp']
INFO:root:['Growth 3', 'Samsara', 'Diarahan', 'Mind Charge']
INFO:root:['Patra', 'Spell Master', 'Tarukaja', 'Samsara']
INFO:root:['Samsara', 'Wind Amp', 'Unshaken Will', 'Spell Master']
INFO:root:['Sukukaja', 'Patra', 'Samsara', 'Growth 3']
INFO:root:['Patra', 'Null Dark', 'Tarukaja', 'Spell Master']
INFO:root:['Patra', 'Mind Charge', 'Wind Amp', 'Spell Master']
INFO:root:['Spell Master', 'Samsara', 'Growth 3', 'Wind Amp']
INFO:root:['Growth 3', 'Samsara', 'Unshaken Will', 'Wind Amp']
INFO:root:['Recarm', 'Growth 3', 'Samsara', 'Null Dark']
INFO:root:['Recarm', 'Null Dark', 'Samsara', 'Patra']
INFO:root:['Growth 3', 'Tarukaja', 'Unshaken Will', 'Wind Amp']
INFO:root:['Growth 3', 'Wind Amp', 'Diarahan', 'Recarm']
INFO:root:['Growth 3', 'Patra', 'Tarukaja', 'Wind Amp']
INFO:root:['Null Dark', 'Wind Amp', 'Growth 3', 'Samsara']
INFO:root:['Patra', 'Sukukaja', 'Unshaken Will', 'Growth 3']
INFO:root:['Tarukaja', 'Recarm', 'Sukukaja', 'Patra']
INFO:root:['Wind Amp', 'Mind Charge', 'Marakunda', 'Null Dark']
INFO:root:['Samsara', 'Marakunda', 'Null Dark', 'Tetrakarn']
INFO:root:['Samsara', 'Mind Charge', 'Patra', 'Spell Master']
INFO:root:['Wind Amp', 'Patra', 'Samsara', 'Recarm']
INFO:root:['Samsara', 'Growth 3', 'Null Dark', 'Spell Master']
INFO:root:['Diarahan', 'Wind Amp', 'Unshaken Will', 'Spell Master']
INFO:root:['Growth 3', 'Samsara', 'Patra', 'Recarm']
INFO:root:['Null Dark', 'Marakunda', 'Patra', 'Growth 3']
INFO:root:['Wind Amp', 'Null Dark', 'Spell Master', 'Recarm']
INFO:root:['Patra', 'Marakunda', 'Samsara', 'Spell Master']
INFO:root:['Recarm', 'Samsara', 'Growth 3', 'Patra']
INFO:root:['Tetrakarn', 'Patra', 'Tarukaja', 'Diarahan']
INFO:root:['Unshaken Will', 'Patra', 'Samsara', 'Null Dark']
INFO:root:['Samsara', 'Patra', 'Growth 3', 'Spell Master']
INFO:root:['Growth 3', 'Samsara', 'Wind Amp', 'Unshaken Will']
INFO:root:['Wind Amp', 'Patra', 'Tarukaja', 'Sukukaja']
INFO:root:['Spell Master', 'Wind Amp', 'Samsara', 'Growth 3']
INFO:root:['Wind Amp', 'Samsara', 'Growth 3', 'Tetrakarn']
INFO:root:['Patra', 'Samsara', 'Wind Amp', 'Growth 3']
INFO:root:['Samsara', 'Growth 3', 'Patra', 'Wind Amp']
INFO:root:['Growth 3', 'Null Dark', 'Samsara', 'Patra']
INFO:root:['Wind Amp', 'Diarahan', 'Growth 3', 'Samsara']
INFO:root:['Wind Amp', 'Marakunda', 'Patra', 'Null Dark']
INFO:root:['Null Dark', 'Growth 3', 'Patra', 'Samsara']
INFO:root:['Wind Amp', 'Null Dark', 'Tarukaja', 'Sukukaja']
INFO:root:['Wind Amp', 'Growth 3', 'Samsara', 'Mind Charge']
INFO:root:['Recarm', 'Sukukaja', 'Samsara', 'Growth 3']
INFO:root:['Growth 3', 'Patra', 'Sukukaja', 'Samsara']
INFO:root:['Null Dark', 'Unshaken Will', 'Wind Amp', 'Tarukaja']
INFO:root:['Marakunda', 'Patra', 'Samsara', 'Mind Charge']
INFO:root:['Unshaken Will', 'Wind Amp', 'Sukukaja', 'Patra']
INFO:root:['Wind Amp', 'Samsara', 'Growth 3', 'Sukukaja']
INFO:root:['Growth 3', 'Sukukaja', 'Marakunda', 'Wind Amp']
INFO:root:['Samsara', 'Growth 3', 'Wind Amp', 'Spell Master']
INFO:root:['Growth 3', 'Wind Amp', 'Sukukaja', 'Tarukaja']
INFO:root:['Growth 3', 'Patra', 'Samsara', 'Unshaken Will']
INFO:root:['Recarm', 'Spell Master', 'Tarukaja', 'Samsara']
INFO:root:['Samsara', 'Wind Amp', 'Null Dark', 'Growth 3']
INFO:root:['Samsara', 'Patra', 'Growth 3', 'Null Dark']
INFO:root:['Wind Amp', 'Patra', 'Tarukaja', 'Sukukaja']
INFO:root:['Patra', 'Unshaken Will', 'Samsara', 'Wind Amp']
INFO:root:['Growth 3', 'Null Dark', 'Wind Amp', 'Patra']
INFO:root:['Tarukaja', 'Sukukaja', 'Wind Amp', 'Patra']
INFO:root:['Spell Master', 'Samsara', 'Null Dark', 'Tarukaja']
INFO:root:['Null Dark', 'Growth 3', 'Sukukaja', 'Wind Amp']
INFO:root:['Mind Charge', 'Spell Master', 'Patra', 'Null Dark']
INFO:root:['Tarukaja', 'Recarm', 'Samsara', 'Growth 3']
INFO:root:['Samsara', 'Wind Amp', 'Patra', 'Tarukaja']
INFO:root:['Wind Amp', 'Samsara', 'Patra', 'Unshaken Will']
INFO:root:['Growth 3', 'Null Dark', 'Mind Charge', 'Unshaken Will']
INFO:root:['Mind Charge', 'Tarukaja', 'Null Dark', 'Samsara']
INFO:root:['Diarahan', 'Samsara', 'Growth 3', 'Spell Master']
INFO:root:['Growth 3', 'Tetrakarn', 'Wind Amp', 'Mind Charge']
INFO:root:['Null Dark', 'Wind Amp', 'Patra', 'Tarukaja']
INFO:root:['Unshaken Will', 'Samsara', 'Patra', 'Null Dark']
INFO:root:['Samsara', 'Growth 3', 'Wind Amp', 'Null Dark']
INFO:root:['Growth 3', 'Samsara', 'Marakunda', 'Mind Charge']
INFO:root:['Samsara', 'Wind Amp', 'Megidolaon', 'Patra']
INFO:root:['Samsara', 'Growth 3', 'Patra', 'Wind Amp']
INFO:root:['Wind Amp', 'Null Dark', 'Samsara', 'Growth 3']
INFO:root:['Marakunda', 'Patra', 'Recarm', 'Growth 3']
INFO:root:['Null Dark', 'Spell Master', 'Wind Amp', 'Unshaken Will']
INFO:root:['Wind Amp', 'Samsara', 'Null Dark', 'Recarm']
INFO:root:['Samsara', 'Growth 3', 'Patra', 'Null Dark']
INFO:root:['Wind Amp', 'Tarukaja', 'Growth 3', 'Mind Charge']
INFO:root:['Wind Amp', 'Marakunda', 'Tarukaja', 'Spell Master']
INFO:root:['Growth 3', 'Samsara', 'Null Dark', 'Wind Amp']
INFO:root:['Growth 3', 'Samsara', 'Patra', 'Sukukaja']
INFO:root:['Samsara', 'Null Dark', 'Wind Amp', 'Marakunda']
INFO:root:['Tarukaja', 'Spell Master', 'Unshaken Will', 'Wind Amp']
INFO:root:['Null Dark', 'Sukukaja', 'Wind Amp', 'Marakunda']
INFO:root:['Diarahan', 'Samsara', 'Marakunda', 'Wind Amp']
INFO:root:['Patra', 'Null Dark', 'Samsara', 'Spell Master']
INFO:root:['Wind Amp', 'Marakunda', 'Samsara', 'Growth 3']
INFO:root:['Growth 3', 'Diarahan', 'Tarukaja', 'Wind Amp']
INFO:root:['Growth 3', 'Samsara', 'Unshaken Will', 'Mind Charge']
INFO:root:['Sukukaja', 'Patra', 'Tarukaja', 'Samsara']
INFO:root:['Growth 3', 'Wind Amp', 'Samsara', 'Unshaken Will']
INFO:root:['Tarukaja', 'Patra', 'Samsara', 'Growth 3']
INFO:root:['Tarukaja', 'Wind Amp', 'Samsara', 'Unshaken Will']
INFO:root:['Tarukaja', 'Unshaken Will', 'Growth 3', 'Sukukaja']
INFO:root:['Samsara', 'Spell Master', 'Diarahan', 'Marakunda']
INFO:root:['Samsara', 'Growth 3', 'Sukukaja', 'Wind Amp']
INFO:root:['Sukukaja', 'Wind Amp', 'Diarahan', 'Tarukaja']
INFO:root:['Tarukaja', 'Spell Master', 'Wind Amp', 'Growth 3']
INFO:root:['Wind Amp', 'Samsara', 'Growth 3', 'Recarm']
INFO:root:['Sukukaja', 'Samsara', 'Null Dark', 'Growth 3']
INFO:root:['Wind Amp', 'Null Dark', 'Samsara', 'Patra']
INFO:root:['Null Dark', 'Patra', 'Spell Master', 'Recarm']
INFO:root:['Samsara', 'Null Dark', 'Wind Amp', 'Sukukaja']
INFO:root:['Sukukaja', 'Growth 3', 'Samsara', 'Wind Amp']
INFO:root:['Samsara', 'Unshaken Will', 'Growth 3', 'Recarm']
INFO:root:['Spell Master', 'Tarukaja', 'Samsara', 'Null Dark']
INFO:root:['Null Dark', 'Megidolaon', 'Patra', 'Samsara']
INFO:root:['Unshaken Will', 'Samsara', 'Null Dark', 'Spell Master']
INFO:root:['Growth 3', 'Wind Amp', 'Patra', 'Unshaken Will']
INFO:root:['Spell Master', 'Samsara', 'Wind Amp', 'Growth 3']
INFO:root:['Sukukaja', 'Wind Amp', 'Samsara', 'Patra']
